iter	RMSE
689	60.18292792
690	60.14303129
691	60.08025114
692	59.99889004
693	59.93695602
694	59.9195378
695	59.91240423
696	59.69981295
697	59.69527746
698	59.6696442
699	59.62797301
700	59.52155643
701	59.49570854
702	59.42825519
703	59.34715097
704	59.2904808
705	59.2537093
706	59.19168594
707	59.14926554
708	59.07295871
709	59.07154011
710	59.05484524
711	59.00178151
712	58.97813876
713	58.863012
714	58.83060669
715	58.80056821
716	58.77160548
717	58.75884517
718	58.73239959
719	58.71517576
720	58.68211781
721	58.64515985
722	58.47442484
723	58.44070783
724	58.42734593
725	58.40719718
726	58.32608132
727	58.23176014
728	58.2044399
729	58.16261432
730	58.11538218
731	58.10484145
732	58.06406346
733	57.99597525
734	57.96852698
735	57.94491239
736	57.91150344
737	57.90912768
738	57.83761322
739	57.80300882
740	57.74561876
741	57.65125081
742	57.58755054
743	57.5385653
744	57.48590744
745	57.45073853
746	57.39638854
747	57.34946733
748	57.294081
749	57.22538658
750	57.18889799
751	57.16781273
752	57.12192241
753	57.06596128
754	57.05262432
755	57.00070829
756	56.96552762
757	56.9342217
758	56.91324159
759	56.8908589
760	56.79068572
761	56.66912988
762	56.61574955
763	56.57295037
764	56.53316584
765	56.47549536
766	56.44026838
767	56.41198933
768	56.27865341
769	56.21286927
770	56.18004565
771	56.16608052
772	56.11710287
773	56.08469416
774	55.93700347
775	55.92471285
776	55.8754247
777	55.79413163
778	55.73607548
779	55.62330892
780	55.59098154
781	55.5550973
782	55.52807756
783	55.46595597
784	55.45579828
785	55.43801725
786	55.38145451
787	55.26737306
788	55.23021821
789	55.13071139
790	55.09079129
791	54.98950597
792	54.90425169
793	54.88743919
794	54.85314166
795	54.80090355
796	54.75780174
797	54.7025557
798	54.64168444
799	54.62136807
800	54.5888151
801	54.50584527
802	54.48986199
803	54.41402344
804	54.36610815
805	54.32464662
806	54.26598314
807	54.24010042
808	54.16263458
809	54.12621918
810	54.05574232
811	54.0468035
812	54.00534102
813	53.95379117
814	53.94334061
815	53.91675633
816	53.83848564
817	53.80961131
818	53.79823065
819	53.74999973
820	53.70306302
821	53.70100365
822	53.65220415
823	53.63299773
824	53.61585145
825	53.57897126
826	53.5648815
827	53.46959154
828	53.45671605
829	53.43476254
830	53.39099223
831	53.34577916
832	53.25617795
833	53.20854367
834	53.19482142
835	53.17358503
836	53.15281148
837	53.13410552
838	53.08618096
839	53.00703185
840	52.96741012
841	52.91915366
842	52.8989319
843	52.86971968
844	52.81332131
845	52.75526917
846	52.71820482
847	52.69843682
848	52.6046598
849	52.56927799
850	52.51819445
851	52.47545867
852	52.43903964
853	52.386954
854	52.32807134
855	52.32190747
856	52.28629178
857	52.26959478
858	52.229664
859	52.22657204
860	52.19672119
861	52.16327563
862	52.10470103
863	52.06119893
864	52.00935605
865	51.98077311
866	51.94488536
867	51.93125281
868	51.85866922
869	51.83914918
870	51.76746656
871	51.70942752
872	51.59659134
873	51.56451622
874	51.46706775
875	51.42378435
876	51.33877567
877	51.30080267
878	51.25340783
879	51.13929425
880	51.11424841
881	51.07466352
882	51.04001654
883	51.01068206
884	50.97422616
885	50.8964998
886	50.86234765
887	50.84857296
888	50.83612098
889	50.77993745
890	50.76732937
891	50.71994574
892	50.69016187
893	50.62454869
894	50.55119765
895	50.52768273
896	50.47575534
897	50.40216009
898	50.3582702
899	50.32112106
900	50.15902272
901	50.07465354
902	50.05207142
903	50.04316532
904	50.0318667
905	50.00377876
906	49.98408828
907	49.97971271
908	49.94806021
909	49.92115127
910	49.91643569
911	49.8888055
912	49.81079382
913	49.79168675
914	49.77709135
915	49.73434877
916	49.71051086
917	49.69703166
918	49.67438916
919	49.6593727
920	49.58324685
921	49.54104665
922	49.4725254
923	49.40304017
924	49.34958955
925	49.31562534
926	49.30197169
927	49.2785683
928	49.24020063
929	49.1995894
930	49.1885424
931	49.16081634
932	49.13141326
933	49.0773676
934	48.93267733
935	48.91282067
936	48.77615457
937	48.7493984
938	48.7340282
939	48.72883127
940	48.71798175
941	48.69806025
942	48.59124609
943	48.49681773
944	48.47305606
945	48.39168446
946	48.36221932
947	48.34378301
948	48.2905835
949	48.26489879
950	48.25363688
951	48.2247975
952	48.2144061
953	48.17005534
954	48.08392462
955	47.99181422
956	47.94321504
957	47.89859231
958	47.87111091
959	47.84649772
960	47.8106699
961	47.77625985
962	47.67345972
963	47.6614513
964	47.57804606
965	47.56062094
966	47.54685036
967	47.53824103
968	47.52202177
969	47.50478561
970	47.44405386
971	47.43119002
972	47.40386509
973	47.33553179
974	47.28435843
975	47.23624531
976	47.22059791
977	47.20133079
978	47.16732458
979	47.13262481
980	47.12947674
981	47.10825199
982	47.08669266
983	47.08064694
984	47.05781431
985	47.03874612
986	47.00040693
987	46.9424593
988	46.93151571
989	46.84953379
990	46.81972327
991	46.80883275
992	46.79830315
993	46.76780531
994	46.75542104
995	46.6672565
996	46.63567993
997	46.59251362
998	46.51657911
999	46.48484883
